 % Time.............:    2.3999999939405825E-004
 % Distribution.....:            0
 % Fluid flag.......:            0
 % Vaporization flag:            1
 % Temperature flag.:            1
 %    ID      Diameter         X position        Y position        X velocity       Y velocity           Mass            Temperature
       1    2.95430482E-06    1.21903629E-04    1.21903013E-04    3.47694079E-04   -2.53908631E-04    1.35009567E-14    2.84847395E+02
       2    3.94849862E-06    2.12257518E-04    2.12234810E-04    2.17778640E-02   -4.47416980E-04    3.22325457E-14    2.85920180E+02
       3    3.94849862E-06    2.12257518E-04    2.12234810E-04    2.17778640E-02   -4.47416980E-04    3.22325457E-14    2.85920180E+02
       4    4.94385882E-06    3.18107496E-04    3.17961678E-04    1.43115325E-01   -6.66900663E-04    6.32698514E-14    2.87674667E+02
       5    4.94385882E-06    3.18107496E-04    3.17961678E-04    1.43115325E-01   -6.66900663E-04    6.32698514E-14    2.87674667E+02
       6    4.94385882E-06    3.18107496E-04    3.17961678E-04    1.43115325E-01   -6.66900663E-04    6.32698514E-14    2.87674667E+02
       7    5.50288088E-06    3.79123944E-04    3.78848622E-04    2.71388982E-01   -7.89437311E-04    8.72507101E-14    2.88771925E+02
       8    5.94076356E-06    4.25897718E-04    4.25495272E-04    3.97575807E-01   -8.81742752E-04    1.09780559E-13    2.89637895E+02
       9    5.94076356E-06    4.25897718E-04    4.25495272E-04    3.97575807E-01   -8.81742752E-04    1.09780559E-13    2.89637895E+02
      10    5.94076356E-06    4.25897718E-04    4.25495272E-04    3.97575807E-01   -8.81742752E-04    1.09780559E-13    2.89637895E+02
      11    5.94076356E-06    4.25897718E-04    4.25495272E-04    3.97575807E-01   -8.81742752E-04    1.09780559E-13    2.89637895E+02
      12    6.93897756E-06    5.25566446E-04    5.24819473E-04    7.40321001E-01   -1.07479650E-03    1.74938373E-13    2.91545878E+02
      13    6.93897756E-06    5.25566446E-04    5.24819473E-04    7.40321001E-01   -1.07479650E-03    1.74938373E-13    2.91545878E+02
      14    6.93897756E-06    5.25566446E-04    5.24819473E-04    7.40321001E-01   -1.07479650E-03    1.74938373E-13    2.91545878E+02
      15    6.93897756E-06    5.25566446E-04    5.24819473E-04    7.40321001E-01   -1.07479650E-03    1.74938373E-13    2.91545878E+02
      16    6.93897756E-06    5.25566446E-04    5.24819473E-04    7.40321001E-01   -1.07479650E-03    1.74938373E-13    2.91545878E+02
      17    7.93818859E-06    6.12905509E-04    6.11782806E-04    1.11486872E+00   -1.24106966E-03    2.61916507E-13    2.93291824E+02
      18    7.93818859E-06    6.12905509E-04    6.11782806E-04    1.11486872E+00   -1.24106966E-03    2.61916507E-13    2.93291824E+02
      19    7.93818859E-06    6.12905509E-04    6.11782806E-04    1.11486872E+00   -1.24106966E-03    2.61916507E-13    2.93291824E+02
      20    7.93818859E-06    6.12905509E-04    6.11782806E-04    1.11486872E+00   -1.24106966E-03    2.61916507E-13    2.93291824E+02
      21    7.93818859E-06    6.12905509E-04    6.11782806E-04    1.11486872E+00   -1.24106966E-03    2.61916507E-13    2.93291824E+02
      22    8.93812515E-06    6.87430606E-04    6.85938866E-04    1.48324805E+00   -1.38160671E-03    3.73884902E-13    2.94845213E+02
      23    8.93812515E-06    6.87430606E-04    6.85938866E-04    1.48324805E+00   -1.38160671E-03    3.73884902E-13    2.94845213E+02
      24    8.93812515E-06    6.87430606E-04    6.85938866E-04    1.48324805E+00   -1.38160671E-03    3.73884902E-13    2.94845213E+02
      25    8.93812515E-06    6.87430606E-04    6.85938866E-04    1.48324805E+00   -1.38160671E-03    3.73884902E-13    2.94845213E+02
      26    8.93812515E-06    6.87430606E-04    6.85938866E-04    1.48324805E+00   -1.38160671E-03    3.73884902E-13    2.94845213E+02
      27    9.93857299E-06    7.50306328E-04    7.48471582E-04    1.82597452E+00   -1.49961979E-03    5.14009006E-13    2.96208921E+02
      28    9.93857299E-06    7.50306328E-04    7.48471582E-04    1.82597452E+00   -1.49961979E-03    5.14009006E-13    2.96208921E+02
      29    9.93857299E-06    7.50306328E-04    7.48471582E-04    1.82597452E+00   -1.49961979E-03    5.14009006E-13    2.96208921E+02
      30    9.93857299E-06    7.50306328E-04    7.48471582E-04    1.82597452E+00   -1.49961979E-03    5.14009006E-13    2.96208921E+02
      31    9.93857299E-06    7.50306328E-04    7.48471582E-04    1.82597452E+00   -1.49961979E-03    5.14009006E-13    2.96208921E+02
      32    1.09393741E-05    8.03199015E-04    8.01054780E-04    2.13543588E+00   -1.59871197E-03    6.85450442E-13    2.97399118E+02
      33    1.09393741E-05    8.03199015E-04    8.01054780E-04    2.13543588E+00   -1.59871197E-03    6.85450442E-13    2.97399118E+02
      34    1.09393741E-05    8.03199015E-04    8.01054780E-04    2.13543588E+00   -1.59871197E-03    6.85450442E-13    2.97399118E+02
      35    1.09393741E-05    8.03199015E-04    8.01054780E-04    2.13543588E+00   -1.59871197E-03    6.85450442E-13    2.97399118E+02
      36    1.09393741E-05    8.03199015E-04    8.01054780E-04    2.13543588E+00   -1.59871197E-03    6.85450442E-13    2.97399118E+02
      37    1.19404102E-05    8.47766637E-04    8.45347514E-04    2.41045105E+00   -1.68219182E-03    8.91366647E-13    2.98436078E+02
      38    1.19404102E-05    8.47766637E-04    8.45347514E-04    2.41045105E+00   -1.68219182E-03    8.91366647E-13    2.98436078E+02
      39    1.19404102E-05    8.47766637E-04    8.45347514E-04    2.41045105E+00   -1.68219182E-03    8.91366647E-13    2.98436078E+02
      40    1.19404102E-05    8.47766637E-04    8.45347514E-04    2.41045105E+00   -1.68219182E-03    8.91366647E-13    2.98436078E+02
      41    1.29415953E-05    8.85472650E-04    8.82811269E-04    2.65292881E+00   -1.75287304E-03    1.13491171E-12    2.99340098E+02
      42    1.29415953E-05    8.85472650E-04    8.82811269E-04    2.65292881E+00   -1.75287304E-03    1.13491171E-12    2.99340098E+02
      43    1.29415953E-05    8.85472650E-04    8.82811269E-04    2.65292881E+00   -1.75287304E-03    1.13491171E-12    2.99340098E+02
      44    1.29415953E-05    8.85472650E-04    8.82811269E-04    2.65292881E+00   -1.75287304E-03    1.13491171E-12    2.99340098E+02
      45    1.39428699E-05    9.17543206E-04    9.14668986E-04    2.86603595E+00   -1.81306791E-03    1.41923777E-12    3.00129813E+02
      46    1.39428699E-05    9.17543206E-04    9.14668986E-04    2.86603595E+00   -1.81306791E-03    1.41923777E-12    3.00129813E+02
      47    1.39428699E-05    9.17543206E-04    9.14668986E-04    2.86603595E+00   -1.81306791E-03    1.41923777E-12    3.00129813E+02
      48    1.39428699E-05    9.17543206E-04    9.14668986E-04    2.86603595E+00   -1.81306791E-03    1.41923777E-12    3.00129813E+02
      49    1.49441887E-05    9.44980779E-04    9.41919626E-04    3.05325922E+00   -1.86464728E-03    1.74749388E-12    3.00821629E+02
      50    1.49441887E-05    9.44980779E-04    9.41919626E-04    3.05325922E+00   -1.86464728E-03    1.74749388E-12    3.00821629E+02
      51    1.49441887E-05    9.44980779E-04    9.41919626E-04    3.05325922E+00   -1.86464728E-03    1.74749388E-12    3.00821629E+02
      52    1.49441887E-05    9.44980779E-04    9.41919626E-04    3.05325922E+00   -1.86464728E-03    1.74749388E-12    3.00821629E+02
      53    1.50555891E-05    9.47783811E-04    9.44703313E-04    3.07263720E+00   -1.86992162E-03    1.78686564E-12    3.00893179E+02
      54    1.59455228E-05    9.68596463E-04    9.65370902E-04    3.21796167E+00   -1.90911652E-03    2.12282856E-12    3.01429680E+02
      55    1.59455228E-05    9.68596463E-04    9.65370902E-04    3.21796167E+00   -1.90911652E-03    2.12282856E-12    3.01429680E+02
      56    1.59455228E-05    9.68596463E-04    9.65370902E-04    3.21796167E+00   -1.90911652E-03    2.12282856E-12    3.01429680E+02
      57    1.59455228E-05    9.68596463E-04    9.65370902E-04    3.21796167E+00   -1.90911652E-03    2.12282856E-12    3.01429680E+02
      58    1.69468498E-05    9.89044136E-04    9.85673634E-04    3.36319354E+00   -1.94768600E-03    2.54838814E-12    3.01965999E+02
      59    1.69468498E-05    9.89044136E-04    9.85673634E-04    3.36319354E+00   -1.94768600E-03    2.54838814E-12    3.01965999E+02
      60    1.69468498E-05    9.89044136E-04    9.85673634E-04    3.36319354E+00   -1.94768600E-03    2.54838814E-12    3.01965999E+02
      61    1.79481551E-05    1.00685137E-03    1.00335271E-03    3.49163498E+00   -1.98133140E-03    3.02731822E-12    3.02440769E+02
      62    1.79481551E-05    1.00685137E-03    1.00335271E-03    3.49163498E+00   -1.98133140E-03    3.02731822E-12    3.02440769E+02
      63    1.79481551E-05    1.00685137E-03    1.00335271E-03    3.49163498E+00   -1.98133140E-03    3.02731822E-12    3.02440769E+02
      64    1.89494270E-05    1.02244509E-03    1.01883273E-03    3.60559990E+00   -2.01084237E-03    3.56276257E-12    3.02862588E+02
      65    1.89494270E-05    1.02244509E-03    1.01883273E-03    3.60559990E+00   -2.01084237E-03    3.56276257E-12    3.02862588E+02
      66    1.89494270E-05    1.02244509E-03    1.01883273E-03    3.60559990E+00   -2.01084237E-03    3.56276257E-12    3.02862588E+02
      67    1.99506629E-05    1.03617237E-03    1.03245878E-03    3.70706789E+00   -2.03686139E-03    4.15786730E-12    3.03238711E+02
      68    1.99506629E-05    1.03617237E-03    1.03245878E-03    3.70706789E+00   -2.03686139E-03    4.15786730E-12    3.03238711E+02
      69    1.99506629E-05    1.03617237E-03    1.03245878E-03    3.70706789E+00   -2.03686139E-03    4.15786730E-12    3.03238711E+02
