 % Time.............:    3.4999999911633495E-004
 % Distribution.....:            0
 % Fluid flag.......:            0
 % Vaporization flag:            1
 % Temperature flag.:            1
 %    ID      Diameter         X position        Y position        X velocity       Y velocity           Mass            Temperature
       1    2.94804496E-06    1.21912508E-04    1.21912250E-04    4.52784581E-06   -2.52934145E-04    1.34153170E-14    2.84666014E+02
       2    3.94250639E-06    2.13171494E-04    2.13169048E-04    1.95156160E-03   -4.51349130E-04    3.20860201E-14    2.85076022E+02
       3    3.94250639E-06    2.13171494E-04    2.13169048E-04    1.95156160E-03   -4.51349130E-04    3.20860201E-14    2.85076022E+02
       4    4.93676859E-06    3.26168015E-04    3.26136394E-04    3.04955670E-02   -6.95122546E-04    6.29980265E-14    2.86117114E+02
       5    4.93676859E-06    3.26168015E-04    3.26136394E-04    3.04955670E-02   -6.95122546E-04    6.29980265E-14    2.86117114E+02
       6    4.93676859E-06    3.26168015E-04    3.26136394E-04    3.04955670E-02   -6.95122546E-04    6.29980265E-14    2.86117114E+02
       7    5.49493885E-06    3.96188297E-04    3.96109374E-04    7.71985975E-02   -8.42389058E-04    8.68734816E-14    2.86899235E+02
       8    5.93211583E-06    4.52652621E-04    4.52516271E-04    1.34070942E-01   -9.58794881E-04    1.09301847E-13    2.87566833E+02
       9    5.93211583E-06    4.52652621E-04    4.52516271E-04    1.34070942E-01   -9.58794881E-04    1.09301847E-13    2.87566833E+02
      10    5.93211583E-06    4.52652621E-04    4.52516271E-04    1.34070942E-01   -9.58794881E-04    1.09301847E-13    2.87566833E+02
      11    5.93211583E-06    4.52652621E-04    4.52516271E-04    1.34070942E-01   -9.58794881E-04    1.09301847E-13    2.87566833E+02
      12    6.92872868E-06    5.81383171E-04    5.81051681E-04    3.27864265E-01   -1.21723090E-03    1.74164365E-13    2.89161558E+02
      13    6.92872868E-06    5.81383171E-04    5.81051681E-04    3.27864265E-01   -1.21723090E-03    1.74164365E-13    2.89161558E+02
      14    6.92872868E-06    5.81383171E-04    5.81051681E-04    3.27864265E-01   -1.21723090E-03    1.74164365E-13    2.89161558E+02
      15    6.92872868E-06    5.81383171E-04    5.81051681E-04    3.27864265E-01   -1.21723090E-03    1.74164365E-13    2.89161558E+02
      16    6.92872868E-06    5.81383171E-04    5.81051681E-04    3.27864265E-01   -1.21723090E-03    1.74164365E-13    2.89161558E+02
      17    7.92646572E-06    7.03667767E-04    7.03074154E-04    5.88778192E-01   -1.45564756E-03    2.60757850E-13    2.90743933E+02
      18    7.92646572E-06    7.03667767E-04    7.03074154E-04    5.88778192E-01   -1.45564756E-03    2.60757850E-13    2.90743933E+02
      19    7.92646572E-06    7.03667767E-04    7.03074154E-04    5.88778192E-01   -1.45564756E-03    2.60757850E-13    2.90743933E+02
      20    7.92646572E-06    7.03667767E-04    7.03074154E-04    5.88778192E-01   -1.45564756E-03    2.60757850E-13    2.90743933E+02
      21    7.92646572E-06    7.03667767E-04    7.03074154E-04    5.88778192E-01   -1.45564756E-03    2.60757850E-13    2.90743933E+02
