 % Time.............:    5.1999999868712621E-004
 % Distribution.....:            0
 % Fluid flag.......:            0
 % Vaporization flag:            1
 % Temperature flag.:   -1.32555305E+24
 %    ID      Diameter         X position        Y position        X velocity       Y velocity           Mass            Temperature
       1    2.37609073E-06    1.20779052E-04    1.20778884E-04    5.46816890E-11   -1.67296970E-04    7.02405163E-15    3.08000000E+02
       2    2.98882390E-06    1.63905350E-04    1.63905085E-04    1.73345702E-07   -2.64690181E-04    1.39797569E-14    3.08000000E+02
       3    3.54615596E-06    2.11202854E-04    2.11202467E-04    1.45636813E-05   -3.72574824E-04    2.33492068E-14    3.08000000E+02
       4    3.54615596E-06    2.11202854E-04    2.11202467E-04    1.45636813E-05   -3.72574824E-04    2.33492068E-14    3.08000000E+02
       5    4.63429257E-06    3.25011635E-04    3.25009114E-04    1.85675548E-03   -6.34633072E-04    5.21133484E-14    3.08000000E+02
       6    4.63429257E-06    3.25011635E-04    3.25009114E-04    1.85675548E-03   -6.34633072E-04    5.21133484E-14    3.08000000E+02
       7    4.63429257E-06    3.25011635E-04    3.25009114E-04    1.85675548E-03   -6.34633072E-04    5.21133484E-14    3.08000000E+02
       8    5.68842365E-06    4.59817471E-04    4.59795057E-04    2.12476523E-02   -9.41751783E-04    9.63772287E-14    3.08000000E+02
       9    5.68842365E-06    4.59817471E-04    4.59795057E-04    2.12476523E-02   -9.41751783E-04    9.63772287E-14    3.08000000E+02
      10    5.68842365E-06    4.59817471E-04    4.59795057E-04    2.12476523E-02   -9.41751783E-04    9.63772287E-14    3.08000000E+02
      11    5.68842365E-06    4.59817471E-04    4.59795057E-04    2.12476523E-02   -9.41751783E-04    9.63772287E-14    3.08000000E+02
      12    6.72548569E-06    6.09218610E-04    6.09129414E-04    8.72607929E-02   -1.27035983E-03    1.59283061E-13    3.08000000E+02
      13    6.72548569E-06    6.09218610E-04    6.09129414E-04    8.72607929E-02   -1.27035983E-03    1.59283061E-13    3.08000000E+02
      14    6.72548569E-06    6.09218610E-04    6.09129414E-04    8.72607929E-02   -1.27035983E-03    1.59283061E-13    3.08000000E+02
      15    6.72548569E-06    6.09218610E-04    6.09129414E-04    8.72607929E-02   -1.27035983E-03    1.59283061E-13    3.08000000E+02
      16    6.72548569E-06    6.09218610E-04    6.09129414E-04    8.72607929E-02   -1.27035983E-03    1.59283061E-13    3.08000000E+02
      17    7.75285750E-06    7.64068697E-04    7.63851310E-04    2.14543370E-01   -1.59690933E-03    2.43996749E-13    3.08000000E+02
      18    7.75285750E-06    7.64068697E-04    7.63851310E-04    2.14543370E-01   -1.59690933E-03    2.43996749E-13    3.08000000E+02
      19    7.75285750E-06    7.64068697E-04    7.63851310E-04    2.14543370E-01   -1.59690933E-03    2.43996749E-13    3.08000000E+02
      20    7.75285750E-06    7.64068697E-04    7.63851310E-04    2.14543370E-01   -1.59690933E-03    2.43996749E-13    3.08000000E+02
      21    7.75285750E-06    7.64068697E-04    7.63851310E-04    2.14543370E-01   -1.59690933E-03    2.43996749E-13    3.08000000E+02
