 % Time.............:    1.4999999962128641E-004
 % Distribution.....:            0
 % Fluid flag.......:            0
 % Vaporization flag:            1
 % Temperature flag.:   -1.32555305E+24
 %    ID      Diameter         X position        Y position        X velocity       Y velocity           Mass            Temperature
       1    2.82599761E-06    1.20562295E-04    1.20552328E-04    9.32067833E-03   -2.35003212E-04    1.18171841E-14    3.08000000E+02
       2    3.35861499E-06    1.62195730E-04    1.62141567E-04    5.22187931E-02   -3.25171376E-04    1.98371510E-14    3.08000000E+02
       3    3.86462084E-06    2.04832958E-04    2.04681343E-04    1.47737979E-01   -4.14978536E-04    3.02217291E-14    3.08000000E+02
       4    3.86462084E-06    2.04832958E-04    2.04681343E-04    1.47737979E-01   -4.14978536E-04    3.02217291E-14    3.08000000E+02
       5    4.88736279E-06    2.90897612E-04    2.90385271E-04    5.04234354E-01   -5.89443770E-04    6.11254922E-14    3.08000000E+02
       6    4.88736279E-06    2.90897612E-04    2.90385271E-04    5.04234354E-01   -5.89443770E-04    6.11254922E-14    3.08000000E+02
       7    4.88736279E-06    2.90897612E-04    2.90385271E-04    5.04234354E-01   -5.89443770E-04    6.11254922E-14    3.08000000E+02
       8    5.90276503E-06    3.66756724E-04    3.65767343E-04    9.78370779E-01   -7.37918447E-04    1.07687457E-13    3.08000000E+02
       9    5.90276503E-06    3.66756724E-04    3.65767343E-04    9.78370779E-01   -7.37918447E-04    1.07687457E-13    3.08000000E+02
      10    5.90276503E-06    3.66756724E-04    3.65767343E-04    9.78370779E-01   -7.37918447E-04    1.07687457E-13    3.08000000E+02
      11    5.90276503E-06    3.66756724E-04    3.65767343E-04    9.78370779E-01   -7.37918447E-04    1.07687457E-13    3.08000000E+02
      12    6.91405388E-06    4.29243194E-04    4.27766900E-04    1.46390021E+00   -8.57947104E-04    1.73060085E-13    3.08000000E+02
      13    6.91405388E-06    4.29243194E-04    4.27766900E-04    1.46390021E+00   -8.57947104E-04    1.73060085E-13    3.08000000E+02
      14    6.91405388E-06    4.29243194E-04    4.27766900E-04    1.46390021E+00   -8.57947104E-04    1.73060085E-13    3.08000000E+02
      15    6.91405388E-06    4.29243194E-04    4.27766900E-04    1.46390021E+00   -8.57947104E-04    1.73060085E-13    3.08000000E+02
      16    6.91405388E-06    4.29243194E-04    4.27766900E-04    1.46390021E+00   -8.57947104E-04    1.73060085E-13    3.08000000E+02
      17    7.92275123E-06    4.79442912E-04    4.77521667E-04    1.90850027E+00   -9.53500744E-04    2.60391434E-13    3.08000000E+02
