 % Time.............:    4.1999999893960194E-004
 % Distribution.....:            0
 % Fluid flag.......:            0
 % Vaporization flag:            1
 % Temperature flag.:   -1.32555305E+24
 %    ID      Diameter         X position        Y position        X velocity       Y velocity           Mass            Temperature
       1    2.50556659E-06    1.20779051E-04    1.20778865E-04    1.84486623E-08   -1.86024082E-04    8.23600277E-15    3.08000000E+02
       2    3.09279352E-06    1.63905157E-04    1.63904866E-04    7.09594712E-06   -2.83418768E-04    1.54900000E-14    3.08000000E+02
       3    3.63425674E-06    2.11195462E-04    2.11194859E-04    2.05954325E-04   -3.91187475E-04    2.51330647E-14    3.08000000E+02
       4    3.63425674E-06    2.11195462E-04    2.11194859E-04    2.05954325E-04   -3.91187475E-04    2.51330647E-14    3.08000000E+02
       5    4.70246964E-06    3.24559063E-04    3.24549436E-04    8.84009138E-03   -6.49603078E-04    5.44473361E-14    3.08000000E+02
       6    4.70246964E-06    3.24559063E-04    3.24549436E-04    8.84009138E-03   -6.49603078E-04    5.44473361E-14    3.08000000E+02
       7    4.70246964E-06    3.24559063E-04    3.24549436E-04    8.84009138E-03   -6.49603078E-04    5.44473361E-14    3.08000000E+02
       8    5.74514234E-06    4.56046643E-04    4.55984698E-04    6.03742586E-02   -9.41255705E-04    9.92889719E-14    3.08000000E+02
       9    5.74514234E-06    4.56046643E-04    4.55984698E-04    6.03742586E-02   -9.41255705E-04    9.92889719E-14    3.08000000E+02
      10    5.74514234E-06    4.56046643E-04    4.55984698E-04    6.03742586E-02   -9.41255705E-04    9.92889719E-14    3.08000000E+02
      11    5.74514234E-06    4.56046643E-04    4.55984698E-04    6.03742586E-02   -9.41255705E-04    9.92889719E-14    3.08000000E+02
      12    6.77485256E-06    5.96115611E-04    5.95926860E-04    1.86100834E-01   -1.23871933E-03    1.62816412E-13    3.08000000E+02
      13    6.77485256E-06    5.96115611E-04    5.95926860E-04    1.86100834E-01   -1.23871933E-03    1.62816412E-13    3.08000000E+02
      14    6.77485256E-06    5.96115611E-04    5.95926860E-04    1.86100834E-01   -1.23871933E-03    1.62816412E-13    3.08000000E+02
      15    6.77485256E-06    5.96115611E-04    5.95926860E-04    1.86100834E-01   -1.23871933E-03    1.62816412E-13    3.08000000E+02
      16    6.77485256E-06    5.96115611E-04    5.95926860E-04    1.86100834E-01   -1.23871933E-03    1.62816412E-13    3.08000000E+02
      17    7.79709216E-06    7.34901219E-04    7.34513978E-04    3.83481450E-01   -1.52176221E-03    2.48197062E-13    3.08000000E+02
      18    7.79709216E-06    7.34901219E-04    7.34513978E-04    3.83481450E-01   -1.52176221E-03    2.48197062E-13    3.08000000E+02
      19    7.79709216E-06    7.34901219E-04    7.34513978E-04    3.83481450E-01   -1.52176221E-03    2.48197062E-13    3.08000000E+02
      20    7.79709216E-06    7.34901219E-04    7.34513978E-04    3.83481450E-01   -1.52176221E-03    2.48197062E-13    3.08000000E+02
      21    7.79709216E-06    7.34901219E-04    7.34513978E-04    3.83481450E-01   -1.52176221E-03    2.48197062E-13    3.08000000E+02
      22    8.81458342E-06    8.65657468E-04    8.65023082E-04    6.29665507E-01   -1.78028680E-03    3.58594819E-13    3.08000000E+02
      23    8.81458342E-06    8.65657468E-04    8.65023082E-04    6.29665507E-01   -1.78028680E-03    3.58594819E-13    3.08000000E+02
      24    8.81458342E-06    8.65657468E-04    8.65023082E-04    6.29665507E-01   -1.78028680E-03    3.58594819E-13    3.08000000E+02
      25    8.81458342E-06    8.65657468E-04    8.65023082E-04    6.29665507E-01   -1.78028680E-03    3.58594819E-13    3.08000000E+02
      26    8.81458342E-06    8.65657468E-04    8.65023082E-04    6.29665507E-01   -1.78028680E-03    3.58594819E-13    3.08000000E+02
      27    9.82882272E-06    9.85007172E-04    9.84101710E-04    8.99988394E-01   -2.01115882E-03    4.97167969E-13    3.08000000E+02
      28    9.82882272E-06    9.85007172E-04    9.84101710E-04    8.99988394E-01   -2.01115882E-03    4.97167969E-13    3.08000000E+02
