 % Time.............:    6.6999999830841261E-004
 % Distribution.....:            0
 % Fluid flag.......:            0
 % Vaporization flag:            1
 % Temperature flag.:            1
 %    ID      Diameter         X position        Y position        X velocity       Y velocity           Mass            Temperature
       1    2.93039421E-06    1.21912624E-04    1.21912374E-04    1.33622757E-11   -2.49911459E-04    1.31757934E-14    2.84633063E+02
       2    3.92862134E-06    2.13261295E-04    2.13260845E-04    1.70725821E-06   -4.49120782E-04    3.17482030E-14    2.84653908E+02
       3    3.92862134E-06    2.13261295E-04    2.13260845E-04    1.70725821E-06   -4.49120782E-04    3.17482030E-14    2.84653908E+02
       4    4.92345360E-06    3.28337870E-04    3.28336813E-04    3.46737632E-04   -7.04944893E-04    6.24896630E-14    2.84838696E+02
       5    4.92345360E-06    3.28337870E-04    3.28336813E-04    3.46737632E-04   -7.04944893E-04    6.24896630E-14    2.84838696E+02
       6    4.92345360E-06    3.28337870E-04    3.28336813E-04    3.46737632E-04   -7.04944893E-04    6.24896630E-14    2.84838696E+02
       7    5.48100667E-06    4.02860204E-04    4.02857237E-04    2.07235350E-03   -8.71718207E-04    8.62143633E-14    2.85079629E+02
       8    5.91740469E-06    4.65854411E-04    4.65847372E-04    5.96956942E-03   -1.01219577E-03    1.08490684E-13    2.85342613E+02
       9    5.91740469E-06    4.65854411E-04    4.65847372E-04    5.96956942E-03   -1.01219577E-03    1.08490684E-13    2.85342613E+02
      10    5.91740469E-06    4.65854411E-04    4.65847372E-04    5.96956942E-03   -1.01219577E-03    1.08490684E-13    2.85342613E+02
      11    5.91740469E-06    4.65854411E-04    4.65847372E-04    5.96956942E-03   -1.01219577E-03    1.08490684E-13    2.85342613E+02
      12    6.91168344E-06    6.22323545E-04    6.22289235E-04    3.27205808E-02   -1.35566043E-03    1.72882149E-13    2.86147470E+02
      13    6.91168344E-06    6.22323545E-04    6.22289235E-04    3.27205808E-02   -1.35566043E-03    1.72882149E-13    2.86147470E+02
      14    6.91168344E-06    6.22323545E-04    6.22289235E-04    3.27205808E-02   -1.35566043E-03    1.72882149E-13    2.86147470E+02
      15    6.91168344E-06    6.22323545E-04    6.22289235E-04    3.27205808E-02   -1.35566043E-03    1.72882149E-13    2.86147470E+02
      16    6.91168344E-06    6.22323545E-04    6.22289235E-04    3.27205808E-02   -1.35566043E-03    1.72882149E-13    2.86147470E+02
      17    7.90674883E-06    7.91132107E-04    7.91031475E-04    9.83750428E-02   -1.71447703E-03    2.58816800E-13    2.87147866E+02
      18    7.90674883E-06    7.91132107E-04    7.91031475E-04    9.83750428E-02   -1.71447703E-03    2.58816800E-13    2.87147866E+02
      19    7.90674883E-06    7.91132107E-04    7.91031475E-04    9.83750428E-02   -1.71447703E-03    2.58816800E-13    2.87147866E+02
      20    7.90674883E-06    7.91132107E-04    7.91031475E-04    9.83750428E-02   -1.71447703E-03    2.58816800E-13    2.87147866E+02
      21    7.90674883E-06    7.91132107E-04    7.91031475E-04    9.83750428E-02   -1.71447703E-03    2.58816800E-13    2.87147866E+02
      22    8.90270679E-06    9.64369618E-04    9.64157046E-04    2.09576947E-01   -2.07015264E-03    3.69457805E-13    2.88244556E+02
      23    8.90270679E-06    9.64369618E-04    9.64157046E-04    2.09576947E-01   -2.07015264E-03    3.69457805E-13    2.88244556E+02
      24    8.90270679E-06    9.64369618E-04    9.64157046E-04    2.09576947E-01   -2.07015264E-03    3.69457805E-13    2.88244556E+02
      25    8.90270679E-06    9.64369618E-04    9.64157046E-04    2.09576947E-01   -2.07015264E-03    3.69457805E-13    2.88244556E+02
      26    8.90270679E-06    9.64369618E-04    9.64157046E-04    2.09576947E-01   -2.07015264E-03    3.69457805E-13    2.88244556E+02
      27    9.89951877E-06    1.13513460E-03    1.13476960E-03    3.61276132E-01   -2.41025155E-03    5.07973299E-13    2.89368151E+02
      28    9.89951877E-06    1.13513460E-03    1.13476960E-03    3.61276132E-01   -2.41025155E-03    5.07973299E-13    2.89368151E+02
      29    9.89951877E-06    1.13513460E-03    1.13476960E-03    3.61276132E-01   -2.41025155E-03    5.07973299E-13    2.89368151E+02
      30    9.89951877E-06    1.13513460E-03    1.13476960E-03    3.61276132E-01   -2.41025155E-03    5.07973299E-13    2.89368151E+02
      31    9.89951877E-06    1.13513460E-03    1.13476960E-03    3.61276132E-01   -2.41025155E-03    5.07973299E-13    2.89368151E+02
      32    1.08970981E-05    1.29856575E-03    1.29801865E-03    5.42709550E-01   -2.72798416E-03    6.77534188E-13    2.90475316E+02
      33    1.08970981E-05    1.29856575E-03    1.29801865E-03    5.42709550E-01   -2.72798416E-03    6.77534188E-13    2.90475316E+02
      34    1.08970981E-05    1.29856575E-03    1.29801865E-03    5.42709550E-01   -2.72798416E-03    6.77534188E-13    2.90475316E+02
      35    1.08970981E-05    1.29856575E-03    1.29801865E-03    5.42709550E-01   -2.72798416E-03    6.77534188E-13    2.90475316E+02
      36    1.08970981E-05    1.29856575E-03    1.29801865E-03    5.42709550E-01   -2.72798416E-03    6.77534188E-13    2.90475316E+02
      37    1.18953422E-05    1.45179936E-03    1.45105199E-03    7.42406813E-01   -3.02053566E-03    8.81311527E-13    2.91540778E+02
      38    1.18953422E-05    1.45179936E-03    1.45105199E-03    7.42406813E-01   -3.02053566E-03    8.81311527E-13    2.91540778E+02
      39    1.18953422E-05    1.45179936E-03    1.45105199E-03    7.42406813E-01   -3.02053566E-03    8.81311527E-13    2.91540778E+02
      40    1.18953422E-05    1.45179936E-03    1.45105199E-03    7.42406813E-01   -3.02053566E-03    8.81311527E-13    2.91540778E+02
      41    1.28941510E-05    1.59350374E-03    1.59254766E-03    9.50615928E-01   -3.28753401E-03    1.12247555E-12    2.92550912E+02
      42    1.28941510E-05    1.59350374E-03    1.59254766E-03    9.50615928E-01   -3.28753401E-03    1.12247555E-12    2.92550912E+02
      43    1.28941510E-05    1.59350374E-03    1.59254766E-03    9.50615928E-01   -3.28753401E-03    1.12247555E-12    2.92550912E+02
      44    1.28941510E-05    1.59350374E-03    1.59254766E-03    9.50615928E-01   -3.28753401E-03    1.12247555E-12    2.92550912E+02
      45    1.38934361E-05    1.72337701E-03    1.72221117E-03    1.15997063E+00   -3.52997243E-03    1.40419569E-12    2.93499402E+02
      46    1.38934361E-05    1.72337701E-03    1.72221117E-03    1.15997063E+00   -3.52997243E-03    1.40419569E-12    2.93499402E+02
      47    1.38934361E-05    1.72337701E-03    1.72221117E-03    1.15997063E+00   -3.52997243E-03    1.40419569E-12    2.93499402E+02
      48    1.38934361E-05    1.72337701E-03    1.72221117E-03    1.15997063E+00   -3.52997243E-03    1.40419569E-12    2.93499402E+02
      49    1.48931160E-05    1.84174565E-03    1.84037412E-03    1.36533072E+00   -3.74952767E-03    1.72963852E-12    2.94384425E+02
      50    1.48931160E-05    1.84174565E-03    1.84037412E-03    1.36533072E+00   -3.74952767E-03    1.72963852E-12    2.94384425E+02
      51    1.48931160E-05    1.84174565E-03    1.84037412E-03    1.36533072E+00   -3.74952767E-03    1.72963852E-12    2.94384425E+02
      52    1.48931160E-05    1.84174565E-03    1.84037412E-03    1.36533072E+00   -3.74952767E-03    1.72963852E-12    2.94384425E+02
      53    1.50043541E-05    1.85423054E-03    1.85283655E-03    1.38777056E+00   -3.77262327E-03    1.76868523E-12    2.94478983E+02
      54    1.58931237E-05    1.94928489E-03    1.94771508E-03    1.56335100E+00   -3.94815720E-03    2.10196958E-12    2.95206877E+02
      55    1.58931237E-05    1.94928489E-03    1.94771508E-03    1.56335100E+00   -3.94815720E-03    2.10196958E-12    2.95206877E+02
      56    1.58931237E-05    1.94928489E-03    1.94771508E-03    1.56335100E+00   -3.94815720E-03    2.10196958E-12    2.95206877E+02
      57    1.58931237E-05    1.94928489E-03    1.94771508E-03    1.56335100E+00   -3.94815720E-03    2.10196958E-12    2.95206877E+02
      58    1.68933997E-05    2.04683557E-03    2.04507688E-03    1.75202463E+00   -4.12786757E-03    2.52435138E-12    2.95969228E+02
      59    1.68933997E-05    2.04683557E-03    2.04507688E-03    1.75202463E+00   -4.12786757E-03    2.52435138E-12    2.95969228E+02
      60    1.68933997E-05    2.04683557E-03    2.04507688E-03    1.75202463E+00   -4.12786757E-03    2.52435138E-12    2.95969228E+02
      61    1.78938942E-05    2.13529220E-03    2.13335506E-03    1.93029707E+00   -4.29059096E-03    2.99994455E-12    2.96674813E+02
      62    1.78938942E-05    2.13529220E-03    2.13335506E-03    1.93029707E+00   -4.29059096E-03    2.99994455E-12    2.96674813E+02
      63    1.78938942E-05    2.13529220E-03    2.13335506E-03    1.93029707E+00   -4.29059096E-03    2.99994455E-12    2.96674813E+02
      64    1.88945635E-05    2.21553707E-03    2.21343234E-03    2.09776635E+00   -4.43812306E-03    3.53190669E-12    2.97327370E+02
      65    1.88945635E-05    2.21553707E-03    2.21343234E-03    2.09776635E+00   -4.43812306E-03    3.53190669E-12    2.97327370E+02
      66    1.88945635E-05    2.21553707E-03    2.21343234E-03    2.09776635E+00   -4.43812306E-03    3.53190669E-12    2.97327370E+02
      67    1.98953761E-05    2.28840504E-03    2.28614350E-03    2.25446410E+00   -4.57209880E-03    4.12339645E-12    2.97930766E+02
      68    1.98953761E-05    2.28840504E-03    2.28614350E-03    2.25446410E+00   -4.57209880E-03    4.12339645E-12    2.97930766E+02
      69    1.98953761E-05    2.28840504E-03    2.28614350E-03    2.25446410E+00   -4.57209880E-03    4.12339645E-12    2.97930766E+02
      70    2.08963009E-05    2.35466521E-03    2.35225736E-03    2.40069701E+00   -4.69398587E-03    4.77756795E-12    2.98488814E+02
      71    2.08963009E-05    2.35466521E-03    2.35225736E-03    2.40069701E+00   -4.69398587E-03    4.77756795E-12    2.98488814E+02
      72    2.18973134E-05    2.41501528E-03    2.41247113E-03    2.53693879E+00   -4.80509188E-03    5.49757466E-12    2.99005178E+02
      73    2.18973134E-05    2.41501528E-03    2.41247113E-03    2.53693879E+00   -4.80509188E-03    5.49757466E-12    2.99005178E+02
      74    2.28983933E-05    2.47008147E-03    2.46741046E-03    2.66375517E+00   -4.90657576E-03    6.28656867E-12    2.99483307E+02
      75    2.28983933E-05    2.47008147E-03    2.46741046E-03    2.66375517E+00   -4.90657576E-03    6.28656867E-12    2.99483307E+02
      76    2.38995236E-05    2.52042209E-03    2.51763304E-03    2.78175376E+00   -4.99946159E-03    7.14770087E-12    2.99926417E+02
      77    2.38995236E-05    2.52042209E-03    2.51763304E-03    2.78175376E+00   -4.99946159E-03    7.14770087E-12    2.99926417E+02
      78    2.49006887E-05    2.56653272E-03    2.56363386E-03    2.89155090E+00   -5.08465280E-03    8.08411926E-12    3.00337474E+02
      79    2.49006887E-05    2.56653272E-03    2.56363386E-03    2.89155090E+00   -5.08465280E-03    8.08411926E-12    3.00337474E+02
      80    2.59018806E-05    2.60885259E-03    2.60585151E-03    2.99375139E+00   -5.16294660E-03    9.09897609E-12    3.00719203E+02
      81    2.59018806E-05    2.60885259E-03    2.60585151E-03    2.99375139E+00   -5.16294660E-03    9.09897609E-12    3.00719203E+02
      82    2.69030878E-05    2.64776998E-03    2.64467371E-03    3.08893439E+00   -5.23504576E-03    1.01954177E-11    3.01074094E+02
      83    2.79043027E-05    2.68362839E-03    2.68044341E-03    3.17764687E+00   -5.30157088E-03    1.13765914E-11    3.01404416E+02
      84    2.89055188E-05    2.71673171E-03    2.71346398E-03    3.26039979E+00   -5.36307045E-03    1.26456437E-11    3.01712231E+02
      85    2.99067291E-05    2.74734895E-03    2.74400395E-03    3.33766671E+00   -5.42002981E-03    1.40057182E-11    3.01999416E+02
      86    3.09079329E-05    2.77571872E-03    2.77230151E-03    3.40988474E+00   -5.47287954E-03    1.54599654E-11    3.02267673E+02
