 % Time.............:    8.9999999772771844E-004
 % Distribution.....:            0
 % Fluid flag.......:            0
 % Vaporization flag:            1
  %     ID      Diameter         X position        Y position         X velocity       Y velocity
       1    1.80120742E-06    1.20779052E-04    1.20778955E-04    2.38337649E-24   -9.61408383E-05
       2    3.18933388E-06    2.11203388E-04    2.11203086E-04    1.51772923E-10   -3.01389374E-04
       3    3.18933388E-06    2.11203388E-04    2.11203086E-04    1.51772923E-10   -3.01389374E-04
       4    4.36692972E-06    3.25127583E-04    3.25127014E-04    3.15209963E-06   -5.64948866E-04
       5    4.36692972E-06    3.25127583E-04    3.25127014E-04    3.15209963E-06   -5.64948866E-04
       6    4.36692972E-06    3.25127583E-04    3.25127014E-04    3.15209963E-06   -5.64948866E-04
       7    5.47152219E-06    4.61784682E-04    4.61783455E-04    3.37356725E-04   -8.86208198E-04
       8    5.47152219E-06    4.61784682E-04    4.61783455E-04    3.37356725E-04   -8.86208198E-04
       9    5.47152219E-06    4.61784682E-04    4.61783455E-04    3.37356725E-04   -8.86208198E-04
      10    5.47152219E-06    4.61784682E-04    4.61783455E-04    3.37356725E-04   -8.86208198E-04
      11    6.54034003E-06    6.20035826E-04    6.20029923E-04    4.60670315E-03   -1.25927376E-03
      12    6.54034003E-06    6.20035826E-04    6.20029923E-04    4.60670315E-03   -1.25927376E-03
      13    6.54034003E-06    6.20035826E-04    6.20029923E-04    4.60670315E-03   -1.25927376E-03
      14    6.54034003E-06    6.20035826E-04    6.20029923E-04    4.60670315E-03   -1.25927376E-03
      15    6.54034003E-06    6.20035826E-04    6.20029923E-04    4.60670315E-03   -1.25927376E-03
      16    7.58925015E-06    7.97023978E-04    7.96998818E-04    2.33527814E-02   -1.66912860E-03
      17    7.58925015E-06    7.97023978E-04    7.96998818E-04    2.33527814E-02   -1.66912860E-03
      18    7.58925015E-06    7.97023978E-04    7.96998818E-04    2.33527814E-02   -1.66912860E-03
      19    7.58925015E-06    7.97023978E-04    7.96998818E-04    2.33527814E-02   -1.66912860E-03
      20    7.58925015E-06    7.97023978E-04    7.96998818E-04    2.33527814E-02   -1.66912860E-03
      21    8.62612086E-06    9.87411908E-04    9.87340475E-04    6.90180031E-02   -2.09589153E-03
      22    8.62612086E-06    9.87411908E-04    9.87340475E-04    6.90180031E-02   -2.09589153E-03
      23    8.62612086E-06    9.87411908E-04    9.87340475E-04    6.90180031E-02   -2.09589153E-03
      24    8.62612086E-06    9.87411908E-04    9.87340475E-04    6.90180031E-02   -2.09589153E-03
      25    8.62612086E-06    9.87411908E-04    9.87340475E-04    6.90180031E-02   -2.09589153E-03
      26    9.54614167E-06    1.16343439E-03    1.16329327E-03    1.38119175E-01   -2.47671467E-03
      27    9.65519384E-06    1.18449139E-03    1.18434017E-03    1.48136601E-01   -2.52143776E-03
      28    9.65519384E-06    1.18449139E-03    1.18434017E-03    1.48136601E-01   -2.52143776E-03
      29    9.65519384E-06    1.18449139E-03    1.18434017E-03    1.48136601E-01   -2.52143776E-03
      30    9.65519384E-06    1.18449139E-03    1.18434017E-03    1.48136601E-01   -2.52143776E-03
      31    9.65519384E-06    1.18449139E-03    1.18434017E-03    1.48136601E-01   -2.52143776E-03
      32    1.06789260E-05    1.38188080E-03    1.38161732E-03    2.59741534E-01   -2.93286814E-03
      33    1.06789260E-05    1.38188080E-03    1.38161732E-03    2.59741534E-01   -2.93286814E-03
      34    1.06789260E-05    1.38188080E-03    1.38161732E-03    2.59741534E-01   -2.93286814E-03
      35    1.06789260E-05    1.38188080E-03    1.38161732E-03    2.59741534E-01   -2.93286814E-03
      36    1.06789260E-05    1.38188080E-03    1.38161732E-03    2.59741534E-01   -2.93286814E-03
      37    1.16988182E-05    1.57454230E-03    1.57413983E-03    3.98104181E-01   -3.32248916E-03
      38    1.16988182E-05    1.57454230E-03    1.57413983E-03    3.98104181E-01   -3.32248916E-03
      39    1.16988182E-05    1.57454230E-03    1.57413983E-03    3.98104181E-01   -3.32248916E-03
      40    1.16988182E-05    1.57454230E-03    1.57413983E-03    3.98104181E-01   -3.32248916E-03
      41    1.27158353E-05    1.75901868E-03    1.75845792E-03    5.55815300E-01   -3.68651616E-03
      42    1.27158353E-05    1.75901868E-03    1.75845792E-03    5.55815300E-01   -3.68651616E-03
      43    1.27158353E-05    1.75901868E-03    1.75845792E-03    5.55815300E-01   -3.68651616E-03
      44    1.27158353E-05    1.75901868E-03    1.75845792E-03    5.55815300E-01   -3.68651616E-03
      45    1.31686463E-05    1.83806381E-03    1.83742816E-03    6.30471721E-01   -3.84022328E-03
      46    1.37306296E-05    1.93323952E-03    1.93250833E-03    7.25722709E-01   -4.02373223E-03
      47    1.37306296E-05    1.93323952E-03    1.93250833E-03    7.25722709E-01   -4.02373223E-03
      48    1.37306296E-05    1.93323952E-03    1.93250833E-03    7.25722709E-01   -4.02373223E-03
      49    1.37306296E-05    1.93323952E-03    1.93250833E-03    7.25722709E-01   -4.02373223E-03
      50    1.47436549E-05    2.09618894E-03    2.09528123E-03    9.01794693E-01   -4.33447033E-03
      51    1.47436549E-05    2.09618894E-03    2.09528123E-03    9.01794693E-01   -4.33447033E-03
